17-6-1 00:29:30.5|Info|Bootstrap|Starting Radarr - /opt/radarr/Radarr.exe - Version 0.2.0.696
17-6-1 00:29:31.0|Info|AppFolderInfo|Data directory is being overridden to [/config]
17-6-1 00:29:33.0|Info|MigrationLogger|*** Migrating data source=/config/nzbdrone.db;cache size=-10485760;datetimekind=Utc;journal mode=Wal;pooling=True;version=3 ***
17-6-1 00:29:33.0|Info|MigrationLogger|*** VersionMigration migrating ***
17-6-1 00:29:33.1|Info|MigrationLogger|*** VersionUniqueMigration migrating ***
17-6-1 00:29:33.1|Info|MigrationLogger|*** VersionDescriptionMigration migrating ***
17-6-1 00:29:33.1|Info|MigrationLogger|*** 1: InitialSetup migrating ***
17-6-1 00:29:33.1|Info|InitialSetup|Starting migration to 1
17-6-1 00:29:33.2|Info|MigrationLogger|*** 2: remove_tvrage_imdb_unique_constraint migrating ***
17-6-1 00:29:33.2|Info|remove_tvrage_imdb_unique_constraint|Starting migration to 2
17-6-1 00:29:33.2|Info|MigrationLogger|*** 3: remove_renamed_scene_mapping_columns migrating ***
17-6-1 00:29:33.2|Info|remove_renamed_scene_mapping_columns|Starting migration to 3
17-6-1 00:29:33.2|Info|MigrationLogger|*** 4: updated_history migrating ***
17-6-1 00:29:33.2|Info|updated_history|Starting migration to 4
17-6-1 00:29:33.2|Info|MigrationLogger|*** 5: added_eventtype_to_history migrating ***
17-6-1 00:29:33.2|Info|added_eventtype_to_history|Starting migration to 5
17-6-1 00:29:33.2|Info|MigrationLogger|*** 6: add_index_to_log_time migrating ***
17-6-1 00:29:33.2|Info|add_index_to_log_time|Starting migration to 6
17-6-1 00:29:33.2|Info|MigrationLogger|*** 7: add_renameEpisodes_to_naming migrating ***
17-6-1 00:29:33.2|Info|add_renameEpisodes_to_naming|Starting migration to 7
17-6-1 00:29:33.2|Info|MigrationLogger|*** 8: remove_backlog migrating ***
17-6-1 00:29:33.2|Info|remove_backlog|Starting migration to 8
17-6-1 00:29:33.2|Info|MigrationLogger|*** 9: fix_rename_episodes migrating ***
17-6-1 00:29:33.2|Info|fix_rename_episodes|Starting migration to 9
17-6-1 00:29:33.2|Info|MigrationLogger|*** 10: add_monitored migrating ***
17-6-1 00:29:33.2|Info|add_monitored|Starting migration to 10
17-6-1 00:29:33.2|Info|MigrationLogger|*** 11: remove_ignored migrating ***
17-6-1 00:29:33.2|Info|remove_ignored|Starting migration to 11
17-6-1 00:29:33.2|Info|MigrationLogger|*** 12: remove_custom_start_date migrating ***
17-6-1 00:29:33.2|Info|remove_custom_start_date|Starting migration to 12
